Decision,Neighbourhood,Cooking,Room_type,Accommodates,Bath,Bath_shared,No_review,Price,Bedrooms,Essentials,Parking,Property_type2,Instant_bookable,Beds,Host_response_time
1,28704,4,Entire home/apt,4,2,0,0,4.77068462446567,2,4,1,Private small room,t,2,within an hour
1,28806,3,Entire home/apt,2,1,0,0,4.7361984483945,1,5,1,Entire guest suite,f,1,within an hour
1,28806,5,Entire home/apt,2,1,0,0,4.20469261939097,1,5,1,Entire guest suite,t,1,within an hour
1,28804,5,Entire home/apt,15,3.5,0,0,6.64509096950564,6,5,1,Entire residential home,t,9,within an hour
1,28801,3,Entire home/apt,2,1,0,0,4.81218435537242,1,5,1,Entire guest suite,t,1,within an hour
1,28805,4,Entire home/apt,2,1,0,0,4.65396035015752,1,4,1,Entire guesthouse,f,0,within an hour
1,28805,5,Private room,3,1,0,0,4.0943445622221,2,5,1,Private room in residential home,f,2,within a few hours
0,28806,5,Entire home/apt,2,1,0,0,5.29330482472449,1,4,1,Entire residential home,f,1,within an hour
0,28801,1,Entire home/apt,4,2,0,1,4.70048036579242,2,4,1,Entire residential home,t,2,
1,28801,3,Entire home/apt,2,1,0,0,4.87519732320115,1,5,1,Entire guest suite,t,1,within an hour
1,28803,3,Private room,2,1,0,0,4.46590811865458,1,5,1,Private room in residential home,f,1,within an hour
0,28801,5,Private room,2,1,0,0,3.52636052461616,1,4,1,Private room in residential home,f,2,within an hour
0,28804,5,Entire home/apt,6,1,0,0,5.2040066870768,2,5,1,Private small room,t,4,within an hour
1,28806,3,Entire home/apt,2,1,0,0,4.88280192258637,1,5,1,Entire guest suite,t,2,within an hour
1,28801,1,Entire home/apt,4,1,0,0,5.32787616878958,1,4,1,Private small room,t,1,within an hour
0,28805,5,Entire home/apt,2,1,0,0,4.27666611901606,1,5,1,Entire house,f,1,within an hour
1,28803,3,Entire home/apt,8,2,0,0,5.28826703069454,4,5,1,Entire house,t,4,within an hour
0,28806,3,Private room,2,1,0,1,7.53583046279837,1,5,0,Other,t,1,
1,28715,5,Entire home/apt,6,2,0,0,5.31811999384422,3,5,1,Private small room,t,4,within an hour
0,28803,5,Private room,2,1,1,0,3.71357206670431,1,5,1,Private small room,f,1,within an hour
1,28801,5,Entire home/apt,4,1,0,0,5.4510384535657,1,5,0,Private small room,f,2,within an hour
0,28801,5,Entire home/apt,2,1,0,0,4.00733318523247,1,5,1,Entire house,f,1,within a few hours
1,28801,3,Entire home/apt,4,2,0,0,5.3082676974012,2,5,1,Entire guest suite,t,2,within an hour
1,28805,5,Entire home/apt,6,2,0,0,5.12396397940326,3,5,1,Entire house,t,3,within an hour
1,28704,2,Private room,2,1,0,0,4.38202663467388,1,5,1,Private small room,t,1,within an hour
1,28801,4,Entire home/apt,6,2,0,0,5.9427993751267,2,4,1,Private small room,t,3,within an hour
1,28801,5,Entire home/apt,6,1,0,0,5.41164605185504,3,5,1,Entire house,t,3,
1,28801,2,Entire home/apt,4,1,0,0,5.58724865840025,1,4,0,Private small room,f,1,within an hour
1,28804,4,Entire home/apt,4,2,0,1,4.78749174278205,2,5,1,Entire house,t,2,within an hour
1,28805,5,Entire home/apt,7,1,0,0,5.14166355650266,2,5,1,Entire guest suite,f,2,
0,28801,4,Entire home/apt,2,1,0,0,5.74620319054015,1,3,0,Entire apartment,t,1,within an hour
1,28806,5,Entire home/apt,4,1,0,0,4.58496747867057,1,5,1,Entire apartment,t,1,within an hour
1,28804,5,Entire home/apt,12,2,0,0,5.50533153593236,4,5,1,Entire house,t,6,within an hour
1,28806,2,Entire home/apt,4,1,0,0,4.93447393313069,1,5,1,Entire guest suite,f,2,within an hour
1,28803,5,Entire home/apt,8,3,0,0,5.63478960316925,4,5,1,Entire residential home,f,4,within an hour
1,28805,2,Entire home/apt,2,1,0,0,4.55387689160054,1,4,1,Entire guest suite,f,1,within an hour
1,28801,5,Private room,1,2,1,0,4.12713438504509,1,4,1,Private room in house,t,1,within an hour
1,28801,0,Entire home/apt,2,1,0,0,4.85981240436167,1,3,1,Entire rental unit,f,1,within an hour
0,28803,5,Entire home/apt,4,2,0,0,5.31811999384422,2,5,1,Entire house,f,2,within an hour
1,28804,2,Entire home/apt,2,1,0,0,4.46590811865458,1,5,1,Entire guesthouse,t,1,within an hour
1,28801,2,Hotel room,2,1,0,0,4.89783979995091,1,4,1,Other,t,1,within an hour
0,28801,2,Entire home/apt,2,1,0,0,4.66343909411207,1,5,1,Entire guest suite,f,1,within an hour
1,28715,5,Entire home/apt,8,3.5,0,1,5.85793315448346,4,5,1,Entire house,t,3,within an hour
0,28803,1,Entire home/apt,8,2,0,0,5.7037824746562,4,4,1,Entire house,f,4,within a few hours
1,28803,5,Entire home/apt,13,2.5,0,0,6.10924758276437,4,5,1,Entire residential home,t,7,within an hour
1,28704,1,Entire home/apt,2,1,0,0,4.83628190695148,1,4,1,Entire guest suite,t,1,within an hour
1,28704,5,Entire home/apt,8,2,0,0,5.9427993751267,3,5,1,Private small room,t,5,within an hour
1,28806,3,Entire home/apt,2,1,0,0,4.83628190695148,1,5,1,Entire guest suite,t,1,within an hour
1,28806,5,Entire home/apt,8,2,0,0,5.7037824746562,3,5,1,Entire house,f,5,within a few hours
1,28704,3,Private room,2,1,0,0,4.31748811353631,1,5,1,Private room in house,t,1,within an hour
0,28801,5,Entire home/apt,5,2,0,0,4.51085950651685,2,5,1,Entire residential home,f,3,within an hour
1,28804,5,Entire home/apt,12,3,0,0,6.45833828334479,5,5,1,Entire residential home,t,7,within an hour
1,28806,5,Entire home/apt,2,1,0,0,3.78418963391826,2,5,1,Entire guesthouse,t,4,within an hour
1,28803,5,Entire home/apt,8,2,0,0,5.76832099579377,4,5,1,Entire house,t,5,within an hour
1,28805,3,Entire home/apt,11,3,0,0,5.80513496891649,5,2,1,Entire residential home,t,6,within an hour
1,28805,5,Entire home/apt,6,1,0,0,5.24174701505964,2,5,1,Entire residential home,t,2,within an hour
1,28801,3,Entire home/apt,3,1,0,0,5.13579843705026,1,4,1,Entire apartment,t,2,within an hour
1,28704,4,Entire home/apt,5,1,0,0,5.27811465923052,2,4,1,Entire house,t,3,within an hour
0,28801,5,Entire home/apt,2,1,0,0,4.60517018598809,1,4,1,Private small room,t,2,within a few hours
1,28804,1,Private room,2,1,0,0,4.88280192258637,1,5,1,Private small room,t,1,
0,28805,4,Entire home/apt,2,1,0,0,4.23410650459726,1,5,1,Other,f,2,within a few hours
1,28715,5,Entire home/apt,8,3.5,0,1,5.85793315448346,4,5,1,Entire residential home,t,3,within an hour
1,28803,4,Entire home/apt,4,1,0,0,5.26785815906333,2,4,1,Entire residential home,t,2,within an hour
0,28805,5,Entire home/apt,4,2.5,0,0,5.63478960316925,2,5,1,Private small room,t,2,within an hour
1,28806,4,Entire home/apt,4,1,0,0,5.23110861685459,1,5,1,Entire apartment,t,2,within an hour
0,28803,3,Entire home/apt,4,1,0,0,4.64439089914137,2,5,1,Entire guest suite,t,2,
0,28801,5,Entire home/apt,4,1,0,0,4.00733318523247,1,5,1,Private small room,f,2,within an hour
0,28804,3,Entire home/apt,2,1,0,0,4.99043258677874,1,4,1,Entire house,t,1,within a few hours
0,28803,5,Private room,2,1,1,0,3.46573590279973,1,5,1,Private small room,f,1,within an hour
1,28801,3,Hotel room,12,6.5,0,0,7.15070145759253,6,5,1,Other,t,6,within an hour
1,28704,5,Entire home/apt,6,2,0,0,5.59471137960184,3,5,1,Entire house,t,3,within an hour
1,28806,1,Private room,2,1,0,0,4.70953020131233,1,5,1,Private room in residential home,f,1,within an hour
0,28732,3,Entire home/apt,4,1,0,0,4.39444915467244,1,5,1,Entire guesthouse,t,3,within an hour
1,28805,5,Private room,1,0.5,0,0,4.59511985013459,1,3,1,Private small room,f,0,within an hour
0,28805,1,Private room,1,1,0,0,3.68887945411394,1,5,1,Private small room,f,1,within a few hours
1,28801,5,Entire home/apt,4,1,0,0,5.37063802812766,2,5,1,Private small room,t,2,within an hour
1,28804,5,Entire home/apt,8,2,0,0,5.56068163101553,4,5,1,Entire apartment,f,4,within an hour
0,28804,0,Entire home/apt,10,3.5,0,1,5.10594547390058,5,4,1,Entire house,t,6,within an hour
1,28805,4,Private room,2,1.5,0,0,4.72738781871234,1,5,1,Private room in house,f,1,within an hour
1,28801,4,Entire home/apt,6,2,0,0,5.90263333340137,2,4,1,Private small room,t,3,within an hour
1,28801,0,Private room,2,1,0,0,5.33753807970132,1,4,1,Private small room,t,1,within an hour
0,28801,2,Private room,2,1,0,0,4.84418708645859,1,5,1,Private room in residential home,t,1,within an hour
1,28804,5,Entire home/apt,12,3,0,0,6.45833828334479,5,5,1,Entire residential home,t,7,within an hour
1,28804,5,Entire home/apt,4,1,0,0,5.48063892334199,1,5,1,Entire rental unit,f,2,within an hour
0,28804,5,Entire home/apt,12,4,0,0,6.87523208727658,5,5,1,Entire residential home,t,6,within an hour
0,28803,1,Entire home/apt,2,1,0,0,3.91202300542815,1,5,1,Private small room,f,1,within a few hours
1,28732,2,Private room,2,1,0,0,3.78418963391826,1,5,1,Private room in residential home,t,1,within an hour
0,28801,2,Private room,11,2,1,1,5.57594910314632,7,3,1,Private small room,f,7,within a few hours
0,28704,4,Entire home/apt,4,1,0,0,4.57471097850338,1,5,1,Entire rental unit,t,2,within an hour
0,28732,3,Entire home/apt,2,1,0,0,3.49650756146648,1,5,1,Entire guest suite,f,1,
1,28704,4,Entire home/apt,4,1,0,0,4.31748811353631,1,5,1,Entire rental unit,t,0,within an hour
1,28801,5,Entire home/apt,6,2,0,0,5.9427993751267,2,5,1,Private small room,t,3,within an hour
0,28806,2,Entire home/apt,4,1,0,0,4.29045944114839,1,5,1,Entire rental unit,t,2,within an hour
1,28732,5,Entire home/apt,8,2,0,0,5.34233425196481,3,5,1,Entire residential home,t,5,within an hour
1,28806,5,Private room,2,1,1,0,3.97029191355212,1,5,1,Private room in residential home,f,1,within a few hours
1,28803,5,Private room,3,1.5,1,0,4.07753744390572,1,4,1,Private room in house,f,2,within an hour
1,28806,5,Entire home/apt,5,1,0,0,4.91265488573605,2,5,1,Private small room,t,2,within an hour
1,28803,1,Entire home/apt,5,2,0,0,5.45958551414416,2,5,1,Private small room,t,2,within an hour
1,28805,5,Entire home/apt,5,2,0,0,5.57972982598622,2,5,1,Private small room,f,3,within a day
1,28803,5,Private room,5,1.5,0,0,4.53259949315326,1,4,1,Private small room,t,4,within an hour
1,28704,5,Entire home/apt,2,1,0,0,4.69134788222914,1,4,1,Entire residential home,f,1,within an hour
1,28803,5,Entire home/apt,11,2,0,0,5.68697535633982,4,5,1,Entire house,t,6,within an hour
0,28804,5,Entire home/apt,4,1,0,0,4.89783979995091,1,5,1,Entire guest suite,f,2,
1,28806,3,Entire home/apt,4,1,0,0,4.91998092582813,1,5,1,Entire house,t,2,within an hour
1,28806,4,Private room,2,1,1,0,4.06044301054642,1,5,1,Private room in house,f,1,within an hour
1,28801,5,Entire home/apt,6,2,0,1,5.63835466933375,2,2,0,Private small room,t,2,within an hour
1,28704,5,Entire home/apt,4,1,0,0,4.86753445045558,2,5,1,Entire residential home,t,2,within an hour
1,28805,4,Entire home/apt,6,3,0,0,5.52146091786225,1,5,1,Entire house,t,1,within an hour
0,28801,3,Entire home/apt,2,1,0,0,4.69134788222914,1,5,1,Entire guest suite,t,1,within an hour
1,28805,4,Entire home/apt,6,2,0,0,5.10594547390058,2,4,1,Entire house,t,3,within an hour
1,28806,2,Entire home/apt,8,5,0,0,5.97126183979046,4,4,1,Entire residential home,f,4,within an hour
1,28801,2,Entire home/apt,5,2,0,0,5.31811999384422,2,5,1,Entire residential home,t,2,within an hour
1,28806,5,Entire home/apt,16,3.5,0,0,6.22851100359118,5,5,1,Entire house,f,9,within a day
0,28805,2,Private room,5,1,0,0,3.8286413964891,1,5,1,Private room in residential home,t,1,within an hour
0,28806,5,Entire home/apt,8,2.5,0,0,5.54126354515843,3,5,1,Entire residential home,t,3,within an hour
1,28801,5,Entire home/apt,6,3.5,0,0,6.17586727010576,3,5,1,Private small room,t,3,within an hour
1,28805,5,Entire home/apt,6,3,0,0,5.73334127689775,3,5,1,Entire house,t,3,within an hour
1,28805,4,Entire home/apt,6,3,0,0,5.52146091786225,1,5,1,Entire residential home,t,1,within an hour
1,28803,5,Entire home/apt,4,1,0,0,5.78074351579233,2,5,1,Entire guesthouse,t,2,within an hour
1,28801,4,Entire home/apt,6,2,0,0,5.8636311755981,2,4,1,Private small room,t,3,within an hour
0,28806,0,Entire home/apt,4,1,0,0,5.00394630594546,2,4,1,Entire rental unit,f,3,within a day
1,28801,5,Entire home/apt,4,1,0,0,5.63835466933375,1,3,1,Private small room,t,2,within an hour
0,28803,5,Entire home/apt,5,1,0,0,5.52146091786225,1,5,1,Entire guesthouse,f,3,within a day
1,28803,5,Entire home/apt,7,2,0,0,5.44673737166631,3,5,1,Entire house,t,4,within an hour
1,28806,4,Entire home/apt,2,1,0,0,4.44265125649032,1,5,1,Entire guest suite,t,1,within an hour
1,28715,5,Entire home/apt,8,2,0,0,5.22035582507832,3,5,1,Private small room,t,4,within an hour
0,28805,5,Entire home/apt,5,2,0,0,4.89034912822175,3,5,1,Entire residential home,f,3,within an hour
1,28806,5,Private room,4,2,0,0,4.84418708645859,2,5,1,Private small room,t,2,within an hour
0,28806,5,Entire home/apt,4,1,0,0,4.30406509320417,1,5,1,Entire house,t,2,within an hour
1,28806,5,Private room,4,2,0,0,4.84418708645859,2,5,1,Private small room,t,2,within an hour
0,28801,3,Entire home/apt,2,1,0,0,4.69134788222914,1,5,1,Entire guest suite,t,1,within an hour
0,28704,4,Entire home/apt,12,2,0,0,5.55295958492162,3,4,1,Entire house,t,7,within an hour
1,28805,5,Entire home/apt,2,1,0,0,4.68213122712422,1,5,1,Entire guest suite,f,1,within an hour
1,28732,5,Entire home/apt,2,1,0,0,5.14749447681345,1,5,1,Entire apartment,t,1,within an hour
1,28801,5,Entire home/apt,3,1,0,0,5.09375020080676,1,5,1,Entire rental unit,t,1,within an hour
1,28805,4,Entire home/apt,3,1,0,0,4.45434729625351,1,5,1,Entire guest suite,t,2,
0,28803,1,Entire home/apt,6,2,0,0,5.71373280550937,3,4,1,Entire house,f,5,within an hour
1,28806,3,Entire home/apt,4,1,0,0,4.65396035015752,1,5,1,Entire guest suite,t,2,within an hour
0,28804,5,Entire home/apt,16,4,0,0,6.33505425149806,6,5,1,Entire house,f,7,within an hour
0,28704,2,Private room,2,1,0,0,3.89182029811063,1,5,1,Private small room,f,1,within an hour
1,28804,3,Entire home/apt,2,1,0,0,4.59511985013459,1,5,1,Entire house,t,1,within an hour
1,28806,3,Private room,2,1,0,0,3.93182563272433,1,5,1,Private small room,t,1,within an hour
0,28803,5,Entire home/apt,4,1,0,1,4.86753445045558,2,5,1,Private small room,f,2,within a few hours
1,28806,5,Entire home/apt,5,2,0,0,4.66343909411207,2,5,1,Entire house,t,2,within an hour
1,28801,4,Entire home/apt,6,2,0,0,5.82304589548302,2,4,1,Private small room,t,3,within an hour
1,28801,5,Entire home/apt,2,1,0,0,5.03695260241363,1,5,1,Private small room,f,1,within a few hours
0,28704,3,Entire home/apt,4,1,0,0,3.61091791264422,1,5,1,Entire guest suite,t,2,within an hour
1,28806,0,Private room,2,1,1,0,3.76120011569356,1,5,1,Private room in house,f,1,within an hour
1,28804,3,Entire home/apt,2,1,0,0,4.47733681447821,1,5,1,Entire guesthouse,t,1,within an hour
1,28805,5,Entire home/apt,6,2,0,0,5.96614673912369,2,5,1,Entire residential home,t,4,within an hour
0,28803,4,Entire home/apt,4,1,0,0,4.969813299576,2,5,1,Entire apartment,f,2,within a few hours
1,28804,3,Private room,3,1,0,0,4.84418708645859,1,5,1,Private room in house,t,1,within an hour
0,28801,2,Private room,2,1,0,0,4.9272536851572,1,5,1,Private room in house,t,1,within an hour
1,28805,5,Entire home/apt,6,1,0,0,4.94875989037817,2,5,1,Entire house,t,4,within an hour
0,28801,5,Entire home/apt,2,1,0,0,4.36944785246702,1,5,0,Entire apartment,t,2,within an hour
0,28805,5,Entire home/apt,4,2,0,0,4.8283137373023,2,5,1,Entire rental unit,f,2,within a few hours
0,28804,3,Shared room,1,1,1,0,3.68887945411394,1,3,1,Share small room,f,0,
1,28806,5,Entire home/apt,2,1,0,0,4.87519732320115,1,5,1,Private small room,t,1,within an hour
1,28806,4,Entire home/apt,5,1,0,0,4.9272536851572,2,5,1,Entire residential home,t,3,within an hour
1,28803,4,Entire home/apt,8,2,0,0,5.54126354515843,3,3,1,Private small room,t,5,within an hour
1,28704,3,Entire home/apt,4,2,0,0,4.78749174278205,2,5,1,Entire residential home,f,2,within an hour
1,28801,2,Entire home/apt,2,1,0,0,4.68213122712422,1,5,1,Entire guest suite,f,1,within an hour
1,28803,3,Entire home/apt,8,2,0,0,4.7361984483945,4,5,1,Entire residential home,t,4,within an hour
1,28805,5,Entire home/apt,4,1.5,0,0,4.80402104473326,2,5,1,Entire house,t,2,within an hour
1,28803,1,Entire home/apt,2,1,0,0,4.79579054559674,1,4,1,Other,t,1,within an hour
0,28805,5,Private room,2,1,1,0,4.06044301054642,1,5,1,Private room in residential home,f,1,within a few hours
1,28806,3,Entire home/apt,2,1,0,0,4.87519732320115,1,5,1,Entire guest suite,t,2,within an hour
1,28803,5,Entire home/apt,4,1,0,0,4.97673374242057,1,5,1,Private small room,t,2,within an hour
1,28803,4,Entire home/apt,6,2,0,0,6.22257626807137,2,4,1,Private small room,t,3,within an hour
1,28803,4,Entire home/apt,8,2,0,0,6.29156913955832,4,4,1,Entire residential home,t,5,within an hour
0,28806,3,Entire home/apt,2,1,0,0,4.85203026391962,1,5,1,Entire residential home,f,1,within a few hours
0,28801,4,Entire home/apt,2,1,0,0,3.87120101090789,1,5,1,Entire residential home,f,2,within a few hours
1,28801,3,Entire home/apt,2,1,0,0,5.96614673912369,1,3,0,Entire apartment,t,1,within an hour
1,28804,2,Private room,2,1,0,0,3.78418963391826,1,5,1,Private room in house,f,1,within a few hours
1,28804,5,Entire home/apt,6,2,0,0,5.04985600724954,3,5,1,Entire house,t,3,within an hour
1,28805,0,Private room,2,1,1,1,4.55387689160054,1,5,1,Private room in house,f,1,within a few hours
1,28806,5,Entire home/apt,2,1,0,0,4.60517018598809,1,5,1,Entire guest suite,f,0,within an hour
1,28804,2,Entire home/apt,3,1,0,0,4.53259949315326,1,5,1,Entire guest suite,t,2,within an hour
1,28801,0,Private room,2,1,0,1,5.70044357339069,1,3,1,Other,t,1,within an hour
0,28805,2,Entire home/apt,2,1,0,0,4.24849524204936,1,5,1,Entire apartment,t,1,within an hour
0,28715,2,Entire home/apt,7,1.5,0,0,4.55387689160054,3,5,1,Entire residential home,t,3,within an hour
0,28803,3,Entire home/apt,3,1,0,0,3.80666248977032,1,5,1,Entire guest suite,t,2,
1,28801,3,Private room,3,1.5,0,0,4.99043258677874,1,5,1,Private room in house,t,1,within an hour
0,28704,5,Entire home/apt,7,2.5,0,0,5.18738580584075,3,5,1,Entire residential home,f,4,
1,28803,3,Entire home/apt,2,1,0,0,5.02388052084628,1,5,1,Entire guest suite,t,1,within an hour
1,28804,4,Entire home/apt,4,1,0,0,4.17438726989564,1,3,1,Entire guest suite,t,2,within an hour
0,28704,2,Entire home/apt,6,2,0,0,5.16478597392351,3,4,1,Entire residential home,t,3,
0,28806,1,Entire home/apt,4,1,0,0,5.07517381523383,1,4,1,Entire residential home,t,1,within an hour
1,28801,4,Entire home/apt,6,3.5,0,0,6.25382881157547,3,4,1,Private small room,t,3,within an hour
1,28801,5,Entire home/apt,3,1,0,0,5.41610040220442,1,5,0,Private small room,f,1,within an hour
1,28715,5,Entire home/apt,4,1,0,0,5.33271879326537,2,5,1,Private small room,t,2,within an hour
1,28806,3,Entire home/apt,2,1,0,0,4.72738781871234,1,5,1,Entire apartment,t,1,within an hour
0,28803,5,Entire home/apt,6,1,0,1,5.19295685089021,2,5,1,Entire residential home,f,4,
0,28804,5,Entire home/apt,5,1,0,0,4.8283137373023,2,5,1,Entire house,t,3,within an hour
0,28804,3,Entire home/apt,4,1,0,0,4.38202663467388,2,5,1,Private small room,t,2,
1,28804,5,Entire home/apt,2,1,0,0,4.33073334028633,1,5,1,Entire apartment,t,1,within an hour
0,28806,3,Entire home/apt,4,1,0,0,4.26267987704132,1,5,1,Entire guest suite,t,2,within an hour
1,28804,2,Entire home/apt,2,1,0,0,4.55387689160054,1,5,1,Entire guesthouse,t,1,within an hour
1,28803,4,Entire home/apt,6,3,0,0,5.50938833662798,2,2,1,Entire house,t,3,within an hour
1,28801,2,Private room,2,1,0,0,4.80402104473326,1,5,1,Private small room,t,1,within an hour
1,28801,5,Entire home/apt,6,2,0,0,5.74620319054015,2,5,1,Entire residential home,f,3,within an hour
0,28704,5,Entire home/apt,2,1,0,0,4.97673374242057,2,5,1,Entire residential home,f,2,within an hour
0,28801,5,Entire home/apt,4,2,0,0,4.96284463025991,1,5,1,Entire residential home,f,2,within an hour
1,28806,5,Entire home/apt,2,1,0,0,4.85203026391962,1,5,1,Private small room,t,1,within an hour
1,28704,3,Entire home/apt,3,1,0,0,4.60517018598809,1,5,1,Entire residential home,t,1,within an hour
1,28806,5,Entire home/apt,4,1,0,0,4.85981240436167,2,5,1,Private small room,f,2,within an hour
1,28801,5,Private room,2,1,0,1,5.74939298590825,1,5,1,Other,t,1,within an hour
0,28804,5,Entire home/apt,4,1,0,0,5.07517381523383,2,5,1,Private small room,f,2,within an hour
1,28805,5,Private room,3,1,0,0,4.00733318523247,2,5,1,Private room in house,f,2,within a few hours
1,28804,4,Entire home/apt,2,1,0,0,5.41610040220442,1,5,1,Entire guesthouse,f,1,within an hour
0,28803,5,Entire home/apt,6,1,0,1,5.19295685089021,2,5,1,Entire house,f,4,
1,28806,4,Entire home/apt,4,1,0,0,4.80402104473326,1,5,1,Entire guest suite,f,2,within an hour
0,28801,1,Entire home/apt,4,1,0,0,5.32787616878958,1,4,1,Private small room,t,1,within an hour
1,28804,5,Entire home/apt,2,1,0,0,4.47733681447821,1,5,1,Entire guest suite,f,1,within an hour
1,28804,5,Entire home/apt,13,2,0,0,5.97888576490112,4,5,1,Entire house,t,5,within an hour
1,28801,0,Private room,2,1,0,0,5.36597601502185,1,5,1,Private small room,t,1,within an hour
1,28806,5,Entire home/apt,4,2,0,0,5.31811999384422,2,5,1,Entire residential home,f,2,within an hour
0,28805,5,Entire home/apt,4,1,0,0,4.75359019110636,2,5,1,Entire residential home,f,2,within an hour
1,28804,4,Entire home/apt,4,1,0,0,4.74493212836325,2,5,1,Private small room,t,3,
1,28804,5,Entire home/apt,5,1,0,0,4.91265488573605,2,5,1,Private small room,f,2,within an hour
0,28803,2,Entire home/apt,5,1,0,0,5.51745289646471,2,5,1,Private small room,t,3,within a few hours
0,28806,4,Entire home/apt,4,1,0,0,4.54329478227,1,5,1,Entire apartment,t,2,within an hour
0,28803,4,Entire home/apt,2,1,0,0,5.22035582507832,1,5,1,Entire guesthouse,f,1,
1,28801,1,Entire home/apt,2,1,0,0,5.70044357339069,1,4,1,Entire house,f,1,within an hour
1,28801,3,Entire home/apt,4,1,0,0,5.84354441703136,1,4,0,Private small room,f,1,within an hour
0,28806,0,Entire home/apt,6,2,0,0,4.64439089914137,3,5,1,Entire house,t,3,within an hour
0,28803,3,Entire home/apt,4,1,0,0,4.99721227376411,2,5,1,Entire guest suite,f,2,
1,28801,2,Entire home/apt,2,1,0,0,4.54329478227,1,5,1,Entire residential home,t,1,within an hour
0,28806,5,Entire home/apt,2,2,0,1,4.59511985013459,1,5,1,Entire residential home,t,1,
0,28806,5,Entire home/apt,5,1,0,0,4.58496747867057,2,5,1,Entire house,f,2,within an hour
1,28806,4,Entire home/apt,2,1,0,0,4.70048036579242,1,5,1,Private small room,t,1,within an hour
0,28803,5,Entire home/apt,3,1,0,0,4.61512051684126,1,5,1,Entire guesthouse,f,2,within an hour
1,28806,3,Entire home/apt,2,1,0,0,5.4553211153577,1,5,1,Entire rental unit,t,1,within an hour
1,28806,5,Entire home/apt,2,1,0,0,4.59511985013459,1,5,1,Entire guest suite,f,1,within an hour
1,28801,3,Entire home/apt,6,1,0,0,4.89783979995091,2,5,1,Entire rental unit,t,2,within an hour
1,28806,5,Entire home/apt,4,1,0,0,4.74493212836325,1,5,1,Entire rental unit,t,1,within an hour
1,28801,2,Entire home/apt,6,1,0,0,4.98360662170834,2,5,1,Entire residential home,t,2,within an hour
1,28801,1,Private room,2,1,0,0,5.3082676974012,1,5,1,Private small room,t,1,within an hour
1,28806,5,Entire home/apt,2,1,0,0,4.55387689160054,1,5,1,Entire apartment,t,1,within an hour
0,28806,1,Private room,2,1,0,0,4.78749174278205,1,4,1,Private room in residential home,t,1,within an hour
1,28804,3,Entire home/apt,4,1,0,0,4.84418708645859,2,5,1,Entire guest suite,f,3,
1,28803,2,Entire home/apt,11,1,0,0,4.33073334028633,2,5,1,Entire house,t,7,within an hour
0,28805,2,Private room,2,1,0,0,4.38202663467388,1,5,1,Private room in house,t,1,within an hour
1,28801,3,Entire home/apt,2,1,0,0,4.67282883446191,1,5,1,Entire guest suite,t,1,within an hour
0,28806,3,Entire home/apt,4,1,0,0,4.70953020131233,1,5,1,Entire guest suite,t,2,within an hour
1,28804,5,Entire home/apt,4,1,0,0,5.10594547390058,2,5,1,Private small room,f,3,within an hour
1,28804,4,Entire home/apt,4,1,0,0,4.72738781871234,2,5,1,Private small room,t,3,within an hour
0,28801,4,Entire home/apt,6,2,0,0,5.9427993751267,2,4,1,Private small room,t,3,within an hour
1,28806,1,Entire home/apt,16,4.5,0,0,6.76157276880406,7,4,1,Entire house,t,13,within an hour
1,28801,5,Entire home/apt,4,1,0,0,5.61312810638807,2,4,1,Private small room,t,3,within an hour
0,28806,5,Entire home/apt,5,1,0,0,5.16478597392351,2,5,1,Entire residential home,f,2,within an hour
1,28806,3,Entire home/apt,2,1,0,0,4.9416424226093,1,5,1,Entire guest suite,t,1,within an hour
0,28805,1,Entire home/apt,4,1,0,0,5.01063529409626,2,5,1,Private small room,f,2,within a day
0,28704,5,Entire home/apt,4,1,0,0,4.68213122712422,2,5,1,Entire residential home,t,3,within a few hours
1,28801,3,Entire home/apt,2,1,0,0,5.01063529409626,1,3,0,Private small room,t,1,within an hour
1,28804,5,Entire home/apt,13,2,0,0,5.76519110278484,4,5,1,Entire residential home,t,5,within an hour
0,28803,0,Private room,2,1,1,0,4.17438726989564,1,5,1,Private room in house,f,1,
1,28704,5,Entire home/apt,4,1,0,0,4.59511985013459,2,5,1,Entire residential home,t,3,within an hour
1,28801,2,Entire home/apt,4,1,0,0,5.06890420222023,2,5,1,Entire guest suite,t,2,within an hour
0,28801,1,Entire home/apt,2,1,0,0,5.67675380226828,1,4,1,Entire house,f,1,within an hour
1,28801,4,Entire home/apt,2,1,0,0,4.62497281328427,1,5,1,Entire guest suite,t,1,within an hour
0,28803,0,Entire home/apt,6,2,0,1,4.55387689160054,3,4,1,Entire house,t,3,within a day
1,28801,5,Entire home/apt,2,1,0,0,5.76205138278018,1,5,1,Private small room,t,1,within an hour
1,28805,5,Entire home/apt,6,2,0,0,6.0913098820777,2,5,1,Entire house,t,4,within an hour
1,28805,4,Entire home/apt,2,1,0,0,4.66343909411207,1,4,1,Entire guesthouse,f,0,within an hour
1,28806,5,Entire home/apt,6,2,0,0,5.83188247728352,3,5,1,Entire residential home,t,4,within an hour
1,28806,5,Entire home/apt,7,2,0,0,5.35185813347607,3,5,1,Entire residential home,f,4,within an hour
0,28804,4,Entire home/apt,4,1,0,0,5.33753807970132,2,3,1,Entire apartment,t,2,within an hour
0,28806,3,Private room,3,1,0,0,4.54329478227,1,5,1,Private small room,f,2,within an hour
1,28801,4,Entire home/apt,6,3.5,0,0,6.25190388316589,3,4,1,Private small room,t,3,within an hour
